object_name    obs_date              freq  file_name                             comment
J1556+2004     2014-02-18     4.344e+09    J1556+2004_C_2014_02_18_pet_map.fits  distance = 7.2
J1052+3811     2016-06-14     4.344e+09    J1052+3811_C_2016_06_14_pet_map.fits  distance = 44.7
J2151-1946     2016-07-27     4.344e+09    J2151-1946_C_2016_07_27_pet_map.fits  distance = 5.8
J2151-1946     2020-02-02     4.344e+09    J2151-1946_C_2020_02_02_pet_map.fits  distance = 10.0
J2111+3839     2022-11-29     4.352e+09    J2111+3839_C_2022_11_29_pet_map.fits  distance = 5.0
J0338+1302     2013-12-09     4.97938e+09  J0338+1302_C_2013_12_09_lic_map.fits  distance = 26.2
J0931-3315     2021-09-27     4.352e+09    J0931-3315_C_2021_09_27_pet_map.fits  distance = 5.0
J0843-4000     2013-04-29     4.344e+09    J0843-4000_C_2013_04_29_pet_map.fits  distance = 9.1
J1945-3811     2022-08-02     4.352e+09    J1945-3811_C_2022_08_02_pet_map.fits  distance = 16.0
J0640-3851     2016-07-28     4.344e+09    J0640-3851_C_2016_07_28_pet_map.fits  distance = 6.3
J1122+4754     2022-06-26     4.352e+09    J1122+4754_C_2022_06_26_pet_map.fits  distance = 7.1
J1310+4714     2022-05-25(2)  4.352e+09    J1310+4714_C_2022_05_25_pet_map.fits  distance = 69.5
J1504+2600     2022-07-24     4.352e+09    J1504+2600_C_2022_07_24_pet_map.fits  distance = 8.2
J2006+4750     2014-01-29     4.344e+09    J2006+4750_C_2014_01_29_pet_map.fits  distance = 4.0
J1816-2051     2022-06-26     4.352e+09    J1816-2051_C_2022_06_26_pet_map.fits  distance = 5.0
J1106-3637     2020-10-02     4.344e+09    J1106-3637_C_2020_10_02_pet_map.fits  distance = 4.0
J1744+6123     2022-06-14(2)  4.352e+09    J1744+6123_C_2022_06_14_pet_map.fits  distance = 5.4
J0938-2558     2015-10-16     4.344e+09    J0938-2558_C_2015_10_16_pet_map.fits  distance = 6.1
J0505+1005     2021-09-27     4.352e+09    J0505+1005_C_2021_09_27_pet_map.fits  distance = 8.2
J0321-1022     2022-07-31     4.352e+09    J0321-1022_C_2022_07_31_pet_map.fits  distance = 127.5
J1121+4314     2022-10-04     4.352e+09    J1121+4314_C_2022_10_04_pet_map.fits  distance = 8.5
J1002-3541     2021-09-27     4.352e+09    J1002-3541_C_2021_09_27_pet_map.fits  distance = 112.8
J1036+4834     2022-11-22     4.352e+09    J1036+4834_C_2022_11_22_pet_map.fits  distance = 12.0
J1036+4834     2021-09-26     4.352e+09    J1036+4834_C_2021_09_26_pet_map.fits  distance = 42.1
J1542-0927     2020-12-13     4.344e+09    J1542-0927_C_2020_12_13_pet_map.fits  distance = 6.1
J1037-2934     2022-11-22     4.352e+09    J1037-2934_C_2022_11_22_pet_map.fits  distance = 4.1
